0,0,0,555
0,0,0,600
0,0,0,645
0,0,0,690
0,0,0,735
0,0,0,780
0,0,0,825
0,0,0,870
0,0,0,915
0,0,0,960
0,0,0,1005
0,0,0,1050
0,0,0,1095
0,0,0,1140
0,0,0,1275
0,0,0,1320
0,0,0,1365
0,0,0,1410
0,0,0,1455
0,0,0,1500
0,0,0,1545
0,0,0,1590
0,0,0,1635
0,0,0,1680
0,0,0,1725
0,0,0,1770
0,0,0,1815
0,0,0,1860
0,0,0,1995
0,0,0,2040
0,0,0,2085
0,0,0,2130
0,0,0,2175
0,0,0,2220
0,0,0,2265
0,0,0,2310
0,0,0,2355
0,0,0,2400
0,0,0,2445
0,0,0,2490
0,0,0,2535
0,0,0,2580
0,0,0,2715
0,0,0,2760
0,0,0,2805
0,0,0,2850
0,0,0,2895
0,0,0,2940
0,0,0,2985
0,0,0,3030
0,0,0,3075
0,0,0,3120
0,0,0,3165
0,0,0,3210
0,0,0,3255
0,0,0,3300
0,0,0,3435
0,0,0,3480
0,0,0,3525
0,0,0,3570
0,0,0,3615
0,0,0,3660
0,0,0,3705
0,0,0,3750
0,0,0,3795
0,0,0,3840
0,0,0,3885
0,0,0,3930
0,0,0,3975
0,0,0,4020
0,0,0,4155
0,0,0,4200
0,0,0,4245
0,0,0,4290
0,0,0,4335
0,0,0,4380
0,0,0,4425
0,0,0,4470
0,0,0,4515
0,0,0,4560
0,0,0,4605
0,0,0,4650
0,0,0,4695
0,0,0,4740
0,0,0,4875
0,0,0,4920
0,0,0,4965
0,0,0,5010
0,0,0,5055
0,0,0,5100
0,0,0,5145
0,0,0,5190
0,0,0,5235
0,0,0,5280
0,0,0,5325
0,0,0,5370
0,0,0,5415
0,0,0,5460
0,0,0,5595
0,0,0,5640
0,0,0,5685
0,0,0,5730
0,0,0,5775
0,0,0,5820
0,0,0,5865
0,0,0,5910
0,0,0,5955
0,0,0,6000
0,0,0,6045
0,0,0,6090
0,0,0,6135
0,0,0,6180
0,0,0,6315
0,0,0,6360
0,0,0,6405
0,0,0,6450
0,0,0,6495
0,0,0,6540
0,0,0,6585
0,0,0,6630
0,0,0,6675
0,0,0,6720
0,0,0,6765
0,0,0,6810
0,0,0,6855
0,0,0,6900
0,0,0,7035
0,0,0,7080
0,0,0,7125
0,0,0,7170
0,0,0,7215
0,0,0,7260
0,0,0,7305
0,0,0,7350
0,0,0,7395
0,0,0,7440
0,0,0,7485
0,0,0,7530
0,0,0,7575
0,0,0,7620
0,0,0,7755
0,0,0,7800
0,0,0,7845
0,0,0,7890
0,0,0,7935
0,0,0,7980
0,0,0,8025
0,0,0,8070
0,0,0,8115
0,0,0,8160
0,0,0,8205
0,0,0,8250
0,0,0,8295
0,0,0,8340
0,0,0,8475
0,0,0,8520
0,0,0,8565
0,0,0,8610
0,0,0,8655
0,0,0,8700
0,0,0,8745
0,0,0,8790
0,0,0,8835
0,0,0,8880
0,0,0,8925
0,0,0,8970
0,0,0,9015
0,0,0,9060
0,0,0,9195
0,0,0,9240
0,0,0,9285
0,0,0,9330
0,0,0,9375
0,0,0,9420
0,0,0,9465
0,0,0,9510
0,0,0,9555
0,0,0,9600
0,0,0,9645
0,0,0,9690
0,0,0,9735
0,0,0,9780
0,0,0,9915
0,0,0,9960
0,0,0,10005
0,0,0,10050
0,0,0,10095
0,0,0,10140
0,0,0,10185
0,0,0,10230
0,0,0,10275
0,0,0,10320
0,0,0,10365
0,0,0,10410
0,0,0,10455
0,0,0,10500
