0,,,
NOP,"SMUL R0, R0, 4",NOP,NOP
NOP,NOP,NOP,NOP
NOP,NOP,NOP,NOP
NOP,NOP,NOP,NOP
1,,,
NOP,"SMUL R0, R0, 4",NOP,NOP
NOP,NOP,NOP,NOP
NOP,NOP,NOP,NOP
NOP,NOP,NOP,NOP
2,,,
NOP,"SADD R0, R0, 413",NOP,NOP
NOP,NOP,NOP,NOP
NOP,NOP,NOP,NOP
NOP,NOP,NOP,NOP
3,,,
NOP,LWD R2,NOP,NOP
NOP,NOP,NOP,NOP
NOP,NOP,NOP,NOP
NOP,NOP,NOP,NOP
4,,,
NOP,"SMUL R0, R0, 4",NOP,NOP
NOP,NOP,NOP,NOP
NOP,NOP,NOP,NOP
NOP,NOP,NOP,NOP
5,,,
NOP,LWD R2,NOP,NOP
NOP,LWD R2,NOP,NOP
NOP,NOP,NOP,NOP
NOP,NOP,NOP,NOP
6,,,
NOP,LWD R2,NOP,NOP
NOP,LWD R2,NOP,NOP
NOP,NOP,NOP,NOP
NOP,LWD R2,NOP,NOP
7,,,
NOP,"SMUL R0, R0, 4",NOP,NOP
LWD R2,NOP,NOP,NOP
NOP,NOP,NOP,LWD R2
NOP,NOP,NOP,NOP
8,,,
NOP,NOP,NOP,EXIT
NOP,NOP,NOP,NOP
NOP,NOP,NOP,NOP
NOP,NOP,NOP,NOP
