0,,,
LWD R2,NOP,NOP,NOP
NOP,NOP,LWD R2,NOP
NOP,NOP,NOP,NOP
NOP,NOP,LWD R2,NOP
1,,,
LWD R2,NOP,NOP,NOP
NOP,NOP,LWD R2,NOP
NOP,NOP,NOP,NOP
NOP,NOP,LWD R2,NOP
2,,,
LWD R2,NOP,LWD R2,NOP
NOP,NOP,LWD R2,NOP
NOP,NOP,LWD R2,NOP
NOP,NOP,LWD R2,NOP
3,,,
LWD R2,NOP,LWD R2,NOP
LWD R2,NOP,LWD R2,NOP
NOP,NOP,LWD R2,LWD R2
LWD R2,NOP,LWD R2,LWD R2
4,,,
LWD R2,NOP,LWD R2,NOP
LWD R2,NOP,LWD R2,NOP
LWD R2,NOP,LWD R2,NOP
LWD R2,NOP,LWD R2,NOP
5,,,
LWD R2,LWD R2,LWD R2,LWD R2
LWD R2,LWD R2,LWD R2,LWD R2
LWD R2,LWD R2,LWD R2,LWD R2
LWD R2,LWD R2,LWD R2,LWD R2
6,,,
NOP,NOP,NOP,EXIT
NOP,NOP,NOP,NOP
NOP,NOP,NOP,NOP
NOP,NOP,NOP,NOP
